MedInc,HouseAge,AveRooms,Latitude,Longitude,MedHouseValue
2.7689,28,3.913555992,34.44,-119.82,2.282
3.6635,36,5.58045977,33.95,-118.14,2.821
3.6442,17,4.584586466,33.8,-118.07,1.931
2.1382,21,3.708333333,33.73,-118.29,2.423
3.4063,28,5.488372093,38.99,-123.39,1.094
5.1834,26,5.037878788,37.94,-122.54,4.055
3.7454,35,5.629807692,34.05,-117.98,1.569
3.2159,38,4.365695793,34.09,-118.37,3.833
4.7237,27,6.280991736,38.38,-122.58,3.066
5.2131,27,6.512077295,37.71,-122.1,2.525
1.6875,42,4.322033898,33.87,-117.58,1.135
2.4632,39,3.992327366,34.09,-118.21,1.442
6.7599,31,6.187804878,37.54,-121.94,3.56
5.0704,15,5.629955947,34.02,-117.9,2.262
1.5328,36,2.570786517,34.1,-118.31,2.5
3.6389,44,6.126436782,38.34,-122.28,3.04
4.1406,52,4.829411765,37.71,-122.46,2.195
4.3021,8,5.927083333,34.18,-116.02,0.945
6.2344,50,5.826254826,34.06,-118.38,5.00001
5.4544,26,6.550819672,32.81,-117.02,1.809
2.4185,48,4.168571429,34.36,-119.06,1.899
5.1589,35,5.18336163,33.82,-118.38,4.392
7.1108,29,6.335051546,37.37,-122.08,4.65
3.3182,46,5.3875,37.77,-120.69,2.821
4.1964,40,5.819672131,34.26,-118.3,1.859
3.9018,35,5.651356994,34.16,-117.25,0.915
6.979,17,6.705705706,33.67,-117.97,3.307
2.9292,33,4.066666667,33.89,-118.14,1.834
2.3281,28,5.881773399,38.93,-119.98,0.858
1.9583,25,4.71835443,32.72,-117.11,0.886
2.8231,16,3.956291391,38.6,-121.44,1.375
3.4506,10,5.356715141,38.68,-121.22,1.39
6.925,18,7.902004454,33.78,-117.8,2.903
3.9643,46,5.526315789,34,-118.41,2.75
4.7098,52,5.955555556,34.17,-118.12,2.879
2.5156,24,5.264928511,34.07,-117.09,1.03
1.6303,14,4.380653266,35.65,-120.69,1.449
4.45,37,5.256267409,37.95,-122.32,1.966
1.6033,19,5.699453552,40.58,-122.3,0.988
2.7321,31,5.491150442,36.51,-119.81,0.836
3.9615,11,5.752564103,37.99,-121.34,1.946
4.6452,45,5.689138577,33.79,-118.14,2.125
1.6469,24,4.274193548,35.87,-119.26,0.476
3.4659,31,5.144288577,32.78,-117.02,1.63
2.2902,43,3.258964143,34.03,-118.17,1.524
1.9906,29,8.970967742,38.88,-122.72,0.966
1.6625,43,3.85,33.94,-118.27,0.887
6,22,4.884259259,33.85,-118.08,1.913
3.1406,48,4.625,34.19,-118.34,2.231
1.9286,38,2.714285714,34.08,-118.29,1.375
4.4821,38,4.811377246,33.81,-118.27,1.907
5.2452,18,6.923990499,38.25,-122.61,2.049
2.1453,36,3.48630137,34.06,-118.03,1.621
3.1484,17,4.486280488,34.16,-118.26,1.875
1.7727,44,4.377314815,37.93,-122.36,0.861
4.4653,33,5.872909699,34.02,-117.98,1.932
3.1326,17,3.833457804,37.54,-121.98,2.208
2.16,39,3.708860759,34.42,-119.71,2.591
6.2551,37,6.348623853,33.95,-118.44,5.00001
4.5526,28,5.78425656,34.02,-118.09,2.502
1.2412,36,2.186111111,34.09,-118.31,2.167
3.6196,5,4.991044776,38.49,-121.52,1.528
5.3279,23,5.731092437,34.42,-119.73,4.139
1.8417,33,3.780487805,32.63,-117.09,1.5
3.6193,35,4.251920123,33.78,-118.15,2.5
5.8418,15,6.831460674,38,-122.27,2.403
2.9886,21,5.097130243,36.31,-119.32,0.875
3.8273,16,4.029850746,34.16,-118.46,3.349
8.6718,32,7.073943662,33.99,-118.37,4.391
0.9365,28,3.043887147,37.96,-121.28,0.525
2.4821,24,4.769491525,37.73,-121.92,1.572
4.0547,14,5.45,37.26,-121.81,2.362
4.5721,22,4.563139932,37.33,-122.04,3.512
3.6065,52,4.736964079,37.8,-122.41,4.333
4.084,7,9.658791209,33.74,-116.38,1.945
5.8642,36,7.388349515,37.04,-121.93,3.635
4.2656,13,5.793851718,39.12,-121.64,1.107
3.8438,28,5.422431866,34.08,-117.73,1.308
2.9286,20,2.337962963,37.48,-122.21,2.375
1.0398,25,5.465798046,38.64,-121.44,0.621
3.3875,23,5.536163522,36.32,-119.3,0.925
5.0223,4,7.159627774,33.93,-117.21,1.526
3.6602,18,5.455840456,34.08,-117.46,1.207
3,14,3.454229432,34.15,-118.26,1.786
6.4865,35,6.842105263,37.57,-122.39,4.5
1.4712,41,3.556962025,38.57,-121.5,0.946
3.0833,24,6.42,38.34,-121.41,1.625
5.7619,17,5.635404455,33.88,-118.04,2.973
4.1012,17,8.084057971,32.98,-117.31,2.447
3.81,29,4.473441109,34.1,-118.1,2.346
4.1016,14,20.93939394,39.2,-120.15,2.833
1.3708,8,3.889570552,39.53,-122.23,1.25
4.1713,23,6.356060606,33.26,-117.3,1.338
3.5089,36,5.802281369,37.93,-122.31,2.619
5.2292,52,6.293457944,34.11,-118.14,4.445
4.5659,5,6.012958963,34.67,-118.17,1.403
3.2481,8,5.535031847,33.7,-117.37,1.238
5.2206,6,5.74952919,34.28,-118.91,2.802
3.9864,12,5.255857545,37.71,-121.73,2.002
3.9833,21,4.311871227,34.25,-118.45,1.625
2.1866,29,2.633093525,34.1,-118.33,2.5
2.0064,52,4.618037135,39.73,-121.83,0.779
4.3,27,4.706395349,36.61,-121.92,2.264
3.0225,30,3.801857585,34.01,-118.17,1.308
3.2131,4,4.373493976,34.05,-117.21,1.375
3.1287,50,4.467576792,34.13,-118.19,1.98
4.537,29,5.126126126,33.89,-118.07,1.853
4.8226,18,6.589703588,38.66,-121.78,1.399
4.8811,5,5.740473738,38.48,-121.53,2.122
5.5351,4,8.584269663,33.55,-117.27,4.29
2.9911,36,5.123595506,38.52,-121.48,0.964
5.4925,26,6.220159151,33.82,-118.31,3.617
2.3375,40,4.129251701,34.07,-118.36,3.552
4.4886,21,6.451193059,37.5,-120.82,1.354
5.1626,40,6.067193676,33.83,-118.38,4.327
3.7045,6,5.35347432,37.48,-121.14,1.281
3.9375,46,4.611607143,33.87,-117.94,1.87
2.5181,12,5.283815481,34.11,-117.41,1.055
2.5625,18,3.473529412,33.81,-117.91,1.531
2.6352,12,5.633967789,40.32,-122.34,0.922
2.4271,42,4.344827586,33.9,-118.25,0.895
10.7339,35,8.570048309,37.57,-122.36,5.00001
2.2788,28,4.792626728,32.63,-117.08,1.463
3.25,52,4.324561404,34.13,-118.21,2.142
1.5208,19,4.517799353,39.15,-121.6,0.703
4.0616,13,5.157894737,32.59,-117.06,1.488
5.1435,22,6.855882353,37.99,-121.81,1.508
3.8839,35,6.931547619,34.19,-118.58,2.249
1.6652,34,3.875524476,33.97,-118.28,0.99
4.0521,12,3.962365591,32.93,-117.14,1.667
3.4702,25,4.593333333,33.93,-117.95,1.619
2.1903,52,4.276836158,38.62,-122.87,1.6
4.4375,39,4.888111888,34.25,-118.27,1.958
3.6875,36,5.861940299,32.69,-117.08,1.114
3.8448,36,4.445431472,34.09,-118.26,2.414
2.875,15,5.891891892,35.16,-117.99,0.878
4.0556,19,10.9205298,34.31,-116.86,1.33
2.875,17,5.486618005,40.53,-122.27,1.298
3.375,4,3.769953052,33.65,-117.58,5.00001
1.6944,33,4.892857143,32.72,-117.09,1.118
2.7396,7,6.548076923,34.59,-117.92,1.256
7.3681,13,7.584033613,33.85,-117.77,3.531
1.9668,30,3.206115515,33.93,-118.21,1.521
2.3233,17,4.668831169,38.49,-121.47,0.788
1.7714,38,5.542857143,38.53,-121.45,0.699
4.8194,45,5.197860963,34.21,-118.4,1.813
4.1316,52,5.174647887,34.44,-119.71,4.43
3.2857,32,5.099337748,37.62,-122.04,1.932
6.8645,17,8.642585551,36.83,-119.84,1.959
3.9734,17,6.215584416,39.01,-121.02,1.854
4.9118,26,6.391304348,37.55,-122.03,2.173
2.4896,38,5.333333333,40.79,-124.14,0.81
6.981,31,6.645833333,34.21,-118.33,4.029
1.9732,47,4.961038961,33.98,-118.32,1.01
4.9662,36,6.062597809,37.25,-121.92,2.585
7.5813,20,8.197943445,37.36,-121.81,3.741
4.5224,24,5.450268817,32.79,-116.92,1.42
4.9432,4,6.341708543,36.81,-119.67,1.144
5.6512,33,6.764371895,38.02,-122.57,3.14
4.3077,23,3.468379447,37.4,-122.1,2.935
3.1571,43,4.976127321,37.94,-122.33,1.416
2.9076,24,4.220496894,34.24,-118.53,2.753
3.1628,35,3.823853211,37.61,-122.4,3.184
1.4066,39,4.63312369,34.12,-117.32,0.664
4.119,52,5.101674641,37.76,-122.4,2.983
1.7375,35,4.271966527,35.36,-119,0.486
4.3351,21,4.211992136,37.4,-122.06,2.674
2.3125,38,4.959322034,35.34,-119.02,0.658
3.1875,26,3.92183908,34.03,-118.43,3.727
6.2976,52,7.604010025,34.18,-118.27,4.984
2.1944,27,4.02,34.05,-117.64,0.957
3.7852,37,7.3,36.55,-121.92,4.658
2.7279,34,3.404063205,37.39,-122.09,3.656
3.0625,14,5.486956522,33.66,-117.99,2.688
4.0227,10,6.346846847,38.03,-121.3,1.077
3.625,35,6.75,35.73,-117.73,0.55
4.3,20,6.270676692,36.98,-122,2.75
3.5139,28,5.265350877,33.77,-118,2.117
2.7368,29,5.181034483,38.49,-121.5,0.782
2.4474,19,5.200426439,36.45,-119.86,0.756
3.6128,10,3.832352941,34.16,-118.37,2.25
2.8359,30,4.948356808,36.78,-119.83,0.803
4.9706,15,5.467116358,32.92,-117.14,1.847
4.9861,26,6.623655914,38.04,-121.25,2.018
2.5104,38,5.679886686,38.73,-120.81,1.205
15.0001,32,8.00286944,34.11,-118.4,5.00001
2.4196,44,3.874617737,37.34,-121.88,1.944
6.5881,34,6.173469388,32.81,-117.24,3.944
2.2813,17,3.677242888,33.98,-118.15,1.456
3.7167,48,4.381877023,34.06,-118.35,3.85
4.1429,33,4.984025559,34.05,-117.98,1.598
2.0643,33,4.789772727,35.37,-118.94,0.576
4.25,24,5.439899833,33.68,-117.96,1.521
3.2792,32,4.657894737,34.27,-119.24,2.205
3.8393,52,4.721649485,34.12,-118.26,2.382
1.7538,24,7.034591195,40.9,-121.64,0.903
8.9257,19,8.213541667,33.81,-117.81,4.318
3.436,37,5.516826923,38.08,-122.22,0.948
2.3812,35,6.289473684,32.74,-117.08,1.351
4.4732,29,5.482978723,33.77,-117.89,1.948
6.112,29,6.692477876,37.86,-122.03,3.906
4.2031,13,6.811111111,39.02,-121.08,2.096
0.9336,10,3.662745098,37.66,-120.98,1.271
2.6466,14,4.893542757,38.04,-122.15,1.685
2.5991,28,3.489130435,32.76,-117.12,1.475
5.653,25,7.04338843,34.27,-118.73,2.258
3.875,31,4.416666667,38.73,-122,1.375
3.8465,17,5.134993447,34.1,-117.84,1.807
10.0914,52,7.546391753,37.79,-122.45,5.00001
2.5179,45,4.93883792,38.24,-122.63,1.455
3.9219,15,4.466666667,33.74,-117.93,1.426
3.46,32,6.884313725,34.71,-117.96,1.239
4.5167,26,5.259385666,34.23,-118.5,3.19
3.9,7,6.554716981,39.74,-121.87,1.47
1.5561,35,4.139931741,34.11,-117.29,0.68
5.7393,9,5.792270531,34.03,-117.31,1.516
2.1746,20,4.711111111,39.74,-122.01,0.587
4.1406,23,4.561151079,33.87,-118.08,2.008
4.1103,8,5.385964912,33.65,-117.83,2.504
6.3369,4,4.863731656,33.47,-117.63,2.56
3.0893,22,4.732049037,34.41,-118.92,1.734
3.1812,22,4.346590909,37.38,-121.95,0.875
3.125,35,4.320754717,33.89,-118.07,1.203
2.7243,8,4.580769231,37.51,-120.84,1.384
4.1661,31,5.296570899,34.11,-118.16,3.644
4.5401,28,5.54438861,37.99,-122.07,1.669
4.25,27,4.775665399,37.34,-121.84,1.629
3.0846,47,5.933333333,36.34,-119.65,0.761
2.25,50,4.207228916,37.8,-122.23,1.235
1.875,32,9.161111111,34.22,-116.14,0.478
2.5,52,4.804761905,37.33,-121.9,1.625
9.3959,52,7.512096774,37.85,-122.24,5.00001
2.6786,21,5.008264463,34.31,-119.1,1.84
10.0259,30,8.344444444,37.35,-122.09,5.00001
5.2417,36,6.005813953,37.11,-122.02,1.964
1.9875,30,5.005763689,37.96,-121.22,0.564
5.6163,27,6.515669516,33.83,-117.87,2.31
4.0313,31,5.108387097,33.42,-117.61,2.82
3.4453,37,4.834666667,34.09,-117.89,1.767
6.6828,52,7.353174603,37.89,-122.26,3.709
7.5,35,6.282296651,34.06,-117.9,2.872
7.7201,21,7.75375,37.22,-121.85,3.627
1.7829,45,4.7,36.73,-119.77,0.526
0.9338,35,5.301886792,38.67,-121.39,1.125
2.8333,15,3.708955224,34.23,-118.36,1.832
2.2794,42,5,38.67,-121.77,1.089
2.6074,17,4.438016529,34.1,-117.69,1.375
2.4821,17,4.716494845,37.12,-121.63,2.482
3.0469,20,5.656,39.74,-122.16,0.85
4.5446,45,5.395121951,34.08,-118.11,2.448
3.7147,32,3.430913349,33.73,-117.9,1.641
3.4722,35,3.822274882,37.83,-122.25,2.431
2.7639,9,8.75862069,39.04,-122.69,1.125
6.8279,2,8.782971619,33.51,-117.7,2.79
10.0549,44,7.083665339,34.15,-118.44,5.00001
5.5842,15,7.112820513,36.82,-119.85,0.889
4.8145,25,4.385194479,37.39,-121.99,2.307
3.8214,46,5.155979203,37.61,-122.41,2.736
3.2388,20,4.137791287,34.16,-118.39,2.563
5.3582,35,4.8125,34.34,-119.04,2.813
2.3824,35,4.087591241,38.44,-122.73,1.45
6.9935,22,6.982645123,34.14,-118.82,3.855
2.6875,16,5.303523035,36.98,-121.91,2.333
2.6957,23,3.667953668,34.2,-118.48,1.917
4.2639,31,5.688770999,34.24,-118.33,2.933
5.6677,26,5.944162437,33.86,-118.02,2.207
3.0222,17,4.576470588,37.68,-121.78,1.725
5.2174,5,7.306956522,33.95,-117.21,1.555
2.4387,34,2.743990385,33.98,-118.22,1.75
3.7589,26,5.553745928,34.97,-120.44,1.137
1.6888,44,3.07184466,34.04,-118.2,1.25
5.2541,5,5.469879518,33.8,-117.69,2.371
6.6453,25,6.618249534,33.78,-118.03,2.701
1.4024,26,4.332236842,35.38,-118.99,0.51
4.0833,29,5.053003534,33.97,-117.53,1.41
2.444,17,3.921158488,33.71,-116.23,0.9
3.0114,33,4.668094218,33.88,-118.16,1.67
2.0441,33,5.983758701,35.63,-117.66,0.421
3.2212,35,4.786372007,34.19,-119.19,1.805
3.0533,19,4.937190083,38.67,-121.21,1.121
3.2708,43,5.330409357,33.95,-118.31,1.31
3.6583,18,5.329201102,33.92,-117.47,1.261
1.2321,35,3.062256809,33.77,-118.19,1.375
5.6441,18,6.089593384,33.91,-117.94,3.13
4.1375,26,5.789644013,34.45,-119.75,3.95
2.5035,24,5.391625616,38.59,-121.32,1.237
4.087,23,5.641176471,32.58,-117.05,1.348
6.8642,21,7.315545244,37.94,-121.95,2.854
1.9575,24,4.528423773,36.79,-119.83,0.67
3.1746,22,3.665924276,34.02,-118.42,3.488
2.5455,47,3.194690265,34.05,-118.21,1.143
3.8269,31,6.255892256,38.07,-122.84,2.707
2.6934,17,3.614849188,32.8,-117.01,1.602
2.6964,33,6.160606061,39.16,-121.57,0.685
4.7708,44,4.767123288,37.5,-122.25,2.538
2.165,34,5.304950495,39.53,-122.19,0.587
4.0109,36,5.786516854,37.69,-122.15,1.929
3.1107,26,4.375168691,37.31,-121.92,2.479
2.0893,20,3.746067416,32.75,-117.11,1.011
2.4583,35,3.741935484,33.19,-117.38,1.979
4.0536,29,4.785294118,33.8,-118.32,2.858
2.9821,46,4.398963731,38.55,-121.44,0.97
3.3304,16,4.462321792,34.28,-118.4,1.549
5.7398,42,6.282352941,37.61,-122.41,3.364
4.3833,6,7.562753036,33.56,-117.1,3.076
3.4902,34,4.274064171,37.56,-122.33,5.00001
11.1978,32,7.27034358,34.1,-118.47,5.00001
4.7386,52,5.162629758,34.04,-118.39,3.404
3.8846,39,4.83011583,33.9,-118.07,1.641
2.125,31,5.714285714,34.02,-118.05,3.75
4.0114,52,6.545126354,37.8,-122.19,2.634
6.8787,38,6.125203252,37.52,-122.29,3.868
3.2083,26,6.667953668,36.44,-119.77,0.75
3.6989,32,5.192037471,34.25,-118.46,2.086
3.1439,40,5.102836879,36.67,-121.66,1.923
4.0125,46,4.484662577,37.7,-122.45,2.301
2.8798,6,2.684021544,37.33,-121.89,2.25
2.4038,46,3.612654321,34.07,-118.26,1.817
4.6483,12,4.747219414,33.7,-117.9,1.908
3.4238,25,4.16254417,37.36,-122,3.37
3.2115,20,5.263529412,38.27,-122.02,0.991
3.9375,51,5.23180593,34.14,-118.2,2.17
4.5893,39,5.711688312,37.95,-122.07,1.9
6.0097,25,5.972222222,34.45,-118.5,2.202
5.3972,30,6.416666667,36.97,-122.04,3.623
4.6864,35,6.45049505,34.29,-118.44,1.938
2.8214,40,3.771317829,33.98,-118.19,1.58
4,31,4.691666667,34.17,-118.61,2.785
4.8088,32,5.285546416,37.9,-122.05,3.212
2.75,27,3.412234043,33.65,-117.93,2.75
3.4531,41,5.105154639,34.22,-118.24,2.639
6.6104,15,7.340702211,38.5,-122.71,3.309
2.4,31,5.605442177,37.67,-120.97,1.215
1.5417,18,7.666666667,32.69,-115.9,0.575
3.2359,36,5.065997131,33.99,-118.04,1.986
3.2333,48,5.045296167,34.11,-118.29,4.364
2.1625,18,5.488135593,39.42,-123.35,0.772
2.4741,31,3.414839798,33.91,-118.29,1.512
3.2405,16,6.113772455,35.12,-118.46,0.855
2.5329,31,4.055639098,36.67,-121.62,1.352
8.4614,18,5.55862069,33.53,-117.76,3.919
8.3608,10,7.994490358,36.86,-119.78,1.873
2.8301,49,4.412987013,37.73,-122.16,1.716
4.4306,21,5.904225352,32.78,-116.92,1.591
10.7326,11,8.561622465,37.3,-122.06,5.00001
1.7391,18,3.109489051,32.76,-117.08,1.25
3.9722,47,5.739130435,33.96,-118.3,1.174
6.1062,16,7.301886792,33.65,-117.69,2.746
4.8594,38,6.363636364,34.1,-118.06,2.659
3.4013,52,4.613157895,38.61,-122.86,1.833
2.1797,26,5.617283951,33.16,-116.68,1.563
4.8419,15,6.11225997,32.83,-117.09,2.64
4.2071,14,3.916928886,33.67,-117.92,4.309
3.5313,34,5.701886792,33.87,-117.58,1.421
3.4331,11,5.155287818,38.68,-121.8,1.206
4.3898,52,5.326621924,37.73,-122.44,2.7
5.2129,34,5.937190083,33.79,-117.93,1.934
3.3958,12,5.320241692,35.32,-120.82,2.158
3.4917,35,5.065068493,33.91,-118.25,1.095
2.7466,43,3.666666667,34.11,-118.25,2.089
3.9375,17,18.5,39.19,-120.1,2.132
1.8846,22,4.20952381,38.26,-121.31,0.883
7.0913,23,5.95,33.03,-117.06,2.654
7.1978,18,7.343930636,37.95,-121.94,2.88
2.2029,51,5.678403756,36.76,-119.81,0.542
7.0151,23,9.691891892,33.65,-117.96,3.506
3.1806,24,7.925925926,38.93,-119.97,1.072
5.373,36,5.375886525,33.89,-118.34,2.445
7.7108,39,6.84660767,34.18,-118.1,4.5
5.828,41,6.140816327,37.91,-122.28,3.244
2.92,37,4.091139241,32.81,-117.26,3.265
4.0446,40,5.608391608,37.37,-121.82,1.963
4.25,4,6.232227488,35.13,-117.95,1.044
2.6997,52,4.062745098,37.83,-122.28,1.269
1.6875,17,11.30232558,40.29,-121.14,1.115
4.5045,15,5.299120235,37.31,-121.8,1.645
2.2417,48,5.048484848,38.09,-122.25,0.879
4.1346,26,5.626506024,37.48,-121.02,1.875
3.2135,4,5.764026403,34.91,-120.42,2.127
3.7156,15,4.420634921,32.9,-117.13,1.752
3.9696,25,10.35294118,34.01,-117.61,5
5.1002,30,5.501992032,37.24,-122.27,3.194
3.7437,36,3.738317757,34.1,-118.21,2.417
4.0827,8,5.484751204,38.58,-120.88,1.707
3.8958,6,4.267015707,37.63,-122.02,3.011
3.0278,15,5.333333333,36.09,-119.04,0.774
2.4516,36,3.606232295,33.99,-118.19,1.478
3.9464,40,5.821428571,37.93,-122.32,1.869
4.6681,19,6.050802139,33.83,-118.04,3.207
4.0238,19,6.498630137,37.02,-121.51,3.746
5.9114,46,6.079470199,37.72,-122.47,3.99
7.9096,39,6.348780488,33.99,-118.55,5.00001
5.259,36,5.912234043,33.86,-118.34,2.794
7.3658,14,7.010324484,33.88,-117.85,2.885
1.875,40,4.11026616,34.09,-118.22,1.5
4.275,35,5.337175793,34.08,-118.01,1.736
3.1397,52,4.636871508,34.16,-118.27,2.537
3.7813,36,6.634615385,33.84,-118.1,2.091
4.2944,37,4.893246187,34.12,-118.17,3.547
2.8906,18,6.485714286,39.1,-122.94,1.406
3.8534,32,5.599009901,37.77,-120.96,1.576
2.3077,41,3.396984925,34.02,-118.17,1.406
2.9286,22,2.814285714,33.69,-116.15,1.125
4.375,2,4.420233463,37.39,-121.89,4.25
2.8194,45,4.411522634,34.09,-118.22,1.65
12.542,10,9.873315364,34.21,-118.69,5.00001
5.9714,35,6.23015873,37.31,-122.02,3.325
2.5809,52,4.700280112,37.75,-122.41,2.553
5.0203,47,5.591397849,37.43,-122.15,4.763
2.9844,36,3.582857143,33.98,-118.17,1.636
2.7308,38,4.080188679,33.79,-118.25,1.504
10.3653,22,7.336470588,37.29,-122.03,5.00001
2.7083,25,5.613293051,34.01,-117.4,0.878
3.9909,14,4.608303249,37.54,-121.96,2.36
2.1467,15,4.32195122,39.6,-121.54,0.841
3.0368,25,4.948453608,34.97,-120.45,1.293
3.4432,39,5.353535354,34.07,-117.63,1.067
0.8585,15,4.826666667,32.76,-114.63,0.45
2,25,4,34.65,-120.45,0.875
3.0862,45,5.633540373,37.94,-122.36,0.79
8.1344,5,7.041860465,34.5,-118.44,3.59
3.0298,46,4.56,37.74,-122.17,1.076
4.1264,15,5.539007092,33.95,-117.47,1.246
2,52,5.355685131,33.98,-118.31,0.965
3.3687,45,5.594174757,34,-117.38,1.238
4.1577,24,4.484593838,33.76,-117.93,1.741
3.5625,8,5.44017094,38.27,-122.49,2.132
3.7708,26,13.60300429,34.23,-117.27,1.104
3.7738,18,7.545253863,35.42,-120.94,2.794
5.0462,34,6.370491803,34.21,-118.59,2.277
1.5417,51,2.700598802,34.14,-118.26,2.688
2.2056,22,6.478787879,38.91,-120.02,1.072
2.8438,44,3.745,37.39,-122.08,3.071
2.0625,22,3.961409396,33.2,-117.25,1.245
5.2729,13,6.559055118,36.9,-121.68,3.229
1.9727,21,5.366883117,38.9,-120,1.141
2.6012,21,6.039855072,36.98,-120.21,0.922
1.7019,26,4.326315789,33.75,-117.87,3.5
5.8178,27,5.752136752,37.27,-121.88,2.674
4.5568,12,6.304843305,38.65,-120.93,1.701
2.875,38,5.426048565,34.16,-117.29,0.991
3.775,25,5.20754717,34.1,-117.87,1.917
4.0234,52,4.960526316,37.71,-122.43,2.665
2.0881,24,5.07840772,33.71,-117.2,0.833
3.5664,19,5.030821918,32.68,-117.05,1.504
6.8553,33,6.760695187,33.81,-118.37,4.822
3.1992,41,3.302238806,33.99,-118.46,3.038
3.6071,7,4.887774594,33.9,-117.49,1.591
2.5379,33,5.842677824,33.89,-117.28,1.527
4.6786,52,4.642228739,37.73,-122.43,2.632
2.6447,22,7.595588235,36.23,-118.74,1.375
3.1111,7,5.306784661,36.35,-119.28,0.724
1.8299,24,5.243315508,36.72,-120.05,0.578
5.0634,52,4.73255814,37.73,-122.45,2.642
3.3675,33,4.841446453,32.78,-117.02,1.582
2.375,46,5.5,37.63,-122.42,2.75
3.2396,52,4.021568627,37.78,-122.46,3.75
1.5817,20,7.19047619,38.53,-119.44,0.978
2.8125,52,5.022988506,37.79,-122.47,5.00001
2.2,25,4.503164557,32.74,-117.11,0.987
1.7106,24,5.718987342,36.13,-119.03,0.955
4.2207,22,5.56394453,33.91,-117.48,1.411
1.6955,29,3.223097113,33.78,-118.16,1.797
2.7652,13,4.670020121,38.62,-121.27,0.956
4.425,35,4.723958333,37.67,-122.44,2.684
4.8523,36,5.941666667,33.96,-118.12,2.673
5.7121,27,6.335347432,33.73,-117.97,2.225
1.875,26,5.077702703,39.77,-121.6,0.84
6.1949,26,6.844978166,34.19,-118.86,2.435
2.4097,19,4.950704225,37.92,-121.25,0.66
3.7045,16,3.972299169,37.37,-122,1.781
4.2891,52,5.099730458,37.75,-122.41,2.3
2.4167,37,5.333333333,35.85,-119.12,0.583
7.6473,17,7.891764706,37.8,-121.98,3.458
5.0399,36,5.948019802,37.93,-122.31,2.534
4.6005,37,6.00952381,37.7,-122.06,2.316
2.4375,27,3.165059558,37.46,-122.14,1.89
5.4087,25,5.843501326,34.26,-119.2,2.232
2.7019,16,4.95709571,33.19,-117.22,2.169
1.7038,13,2.615835777,34.04,-118.27,1.181
5.3922,34,6.362758621,37.28,-121.9,3.029
1.6838,19,4.350746269,32.7,-115.4,0.958
2.2478,31,5.123809524,40.8,-124.13,0.811
2.8728,8,3.709150327,32.91,-117.12,1.146
3.8472,33,5.033690658,34.05,-118.15,2.933
5.8704,17,6.314565483,37.6,-122.06,2.344
1.9829,34,4.440748441,37.5,-120.86,0.828
2.9937,27,5.338061466,36.79,-119.77,0.811
4.15,19,6.180451128,38.51,-121.3,1.575
2.3664,20,3.685121107,34.07,-118.13,1.922
3.1607,28,3.587336245,34.26,-118.3,2.006
3.8194,36,4.680851064,37.48,-122.12,1.594
4.7612,18,4.9625,34.01,-118.38,3.041
4.5469,28,6.197183099,33.83,-118.28,1.757
1.5407,10,4.461538462,36.21,-119.11,0.584
4.6357,4,6.042193027,33.15,-117.27,2.449
5.543,34,6.175496689,33.86,-118.36,3.059
1.6865,19,6.211699164,38.95,-122.62,0.588
4.5486,32,5.525525526,34.63,-120.45,1.724
3.3849,16,3.570041609,32.79,-117.11,0.969
3.2206,40,5.777292576,33.94,-118.31,1.458
2.3214,41,4.738738739,38.64,-121.41,0.668
9.8589,18,7.100719424,33.64,-117.82,5.00001
3.6364,19,6.465408805,33.68,-117.95,2.528
1.5909,27,5.327464789,36.31,-119.64,0.501
5.7762,45,5.572695035,34.07,-118.39,5.00001
3.1115,46,5.167577413,34.17,-118.11,2.346
4.3611,44,5.166253102,37.74,-122.5,2.681
3.2109,34,4.02676399,32.84,-117.27,3.76
1.7159,49,4.491735537,33.99,-118.28,0.95
5.637,32,3.998073218,33.83,-118.39,5.00001
3.7813,43,4.752321981,33.76,-118.12,4.615
2.8261,24,4.532994924,33.75,-117.82,1.465
4.125,36,5.5875,34.08,-117.93,1.858
2.8072,23,4.112040134,33.83,-117.9,1.647
5.6407,39,5.351239669,37.47,-122.15,3.264
4.6845,20,5.187322611,37.25,-121.9,2.5
5.6945,36,6.191489362,37.59,-120.59,1.542
4.207,42,5.306095979,37.64,-122.43,2.727
3.9861,35,5.912280702,33.89,-118,1.887
4.149,44,5.520361991,34.43,-119.69,4.436
6.4242,12,6.200585652,33.86,-118.38,3.655
6.2456,13,6.456896552,34.1,-117.8,1.617
6.5704,26,6.23922114,33.76,-118.31,4.147
4.2569,23,5.643659711,37.94,-122.02,2.131
5.7059,33,5.925093633,37.36,-121.98,2.872
3.8594,52,4.962962963,37.86,-122.28,1.964
2.2452,35,6.136842105,38.6,-121.42,1.028
2.5352,13,9.793028322,38.25,-120.37,1.137
3.1875,13,7.216165414,38.02,-120.27,0.998
7.3693,25,6.695271454,37.33,-122.02,3.736
2.9,12,3.662847791,34.17,-118.29,2.083
3.0718,52,5.068965517,37.76,-122.24,2.667
4.015,30,5.017142857,33.75,-117.94,1.867
1.689,31,3.800711744,33.97,-118.28,1.026
9.3125,27,6.233082707,33.9,-117.91,2.935
2.9896,33,4.406741573,34.43,-119.68,2.36
4.0721,52,6.298076923,34.1,-118.26,3.5
2.7014,35,3.490636704,33.85,-117.91,1.567
2.0901,27,4.06,38.56,-121.37,0.525
3.4732,52,5.962864721,37.89,-122.29,2.462
